timestamp,tool,temperature_C,tap_index,z_raw
2025-11-17T06:54:47,T0,150.0,2,-0.755
2025-11-17T06:54:48,T0,150.0,3,-0.7525
2025-11-17T06:54:49,T0,150.0,4,-0.75125
2025-11-17T06:54:56,T0,160.0,2,-0.76375
2025-11-17T06:54:57,T0,160.0,3,-0.74875
2025-11-17T06:54:58,T0,160.0,4,-0.75875
