temperature_C,z_height
150.0,-0.6633333333333332
160.0,-0.6591666666666667
170.0,-0.6554166666666666
180.0,-0.6520833333333333
190.0,-0.6495833333333333
200.0,-0.6466666666666666
210.0,-0.6441666666666667
220.0,-0.6408333333333333
230.0,-0.6375000000000001
240.0,-0.6483333333333333
250.0,-0.6308333333333334
260.0,-0.62625
270.0,-0.6254166666666666
280.0,-0.6254166666666666
290.0,-0.6375000000000001
300.0,-0.6508333333333333
