timestamp,chamber_temp_C,tap_index,z_raw
2025-12-04T06:03:05,22.0,2,-7.84125
2025-12-04T06:03:06,22.0,3,-7.83625
2025-12-04T06:03:07,22.0,4,-7.83875
2025-12-04T06:03:12,22.0,2,-7.8425
2025-12-04T06:03:13,22.0,3,-7.83625
2025-12-04T06:03:14,22.0,4,-7.835
2025-12-04T06:03:19,22.0,2,-7.83875
2025-12-04T06:03:20,22.0,3,-7.83625
2025-12-04T06:03:21,22.0,4,-7.83625
2025-12-04T06:03:32,22.0,2,-7.83375
2025-12-04T06:03:33,22.0,3,-7.8325
2025-12-04T06:03:34,22.0,4,-7.83375
