timestamp,chamber_temp_C,tap_index,z_raw
2025-12-03T22:11:45,26.0,2,-7.835
2025-12-03T22:11:46,26.0,3,-7.8325
2025-12-03T22:11:47,26.0,4,-7.83
2025-12-03T22:11:52,26.0,2,-7.83125
2025-12-03T22:11:53,26.0,3,-7.83125
2025-12-03T22:11:54,26.0,4,-7.83
2025-12-03T22:12:31,26.0,2,-7.8175
2025-12-03T22:12:32,26.0,3,-7.8175
2025-12-03T22:12:33,26.0,4,-7.81625
2025-12-03T22:13:37,26.0,2,-7.805
2025-12-03T22:13:38,26.0,3,-7.80625
2025-12-03T22:13:39,26.0,4,-7.80625
