timestamp,chamber_temp_C,tap_index,z_raw
2025-12-04T05:58:19,21.5,2,-7.84625
2025-12-04T05:58:20,21.5,3,-7.84125
2025-12-04T05:58:21,21.5,4,-7.83875
2025-12-04T05:58:26,21.5,2,-7.84
2025-12-04T05:58:27,21.5,3,-7.84
2025-12-04T05:58:28,21.5,4,-7.8425
